compiler_debug_line_info_fast_call	3575
compiler_debug_line_info_assignment	3599
compiler_debug_source	3628
compiler_debug_locals	3703
compiler_debug_locals2	3782
compiler_debug_locals3	3811
compiler_debug_remarks	3847
compiler_debug_types	3874
compiler_cost_model_remarks	3946
compiler_assignment_conflict	4158
compiler_fastcall_bytecode	4246
compiler_fastcall3	4310
compiler_fastcall_select	4337
compiler_lots_of_parameters	4408
compiler_lots_of_indexers	4426
compiler_lots_of_assignments1	4445
compiler_lots_of_assignments2	4463
compiler_lots_of_returns	4481
compiler_as_constant	4499
compiler_preserve_neg_zero	4519
compiler_capture_immutable	4532
compiler_out_of_locals	4641
compiler_out_of_upvalues	4669
compiler_out_of_registers	4710
compiler_fast_call_import_fallback	4744
compiler_fast_call_upvalue_fallback	4780
compiler_compound_assignment	4809
compiler_compound_assignment_concat	4896
compiler_jump_trampoline	4938
compiler_compile_bytecode	5014
compiler_nested_namecall	5021
compiler_elide_locals	5046
compiler_constant_jump_compare	5088
compiler_table_constant_string_index	5191
compiler_duptable_no_constant_pack	5223
compiler_coverage	5250
compiler_constant_closure	5364
compiler_shared_closure	5448
compiler_mutable_globals	5634
compiler_constants_no_folding	5711
compiler_vector_fast_call	5730
compiler_vector_fast_call3	5752
compiler_vector_constants	5778
compiler_vector_constant_fields	5822
compiler_custom_constant_fields	5842
compiler_type_assertion	5853
compiler_arithmetics	5884
compiler_loop_unroll_basic	5924
compiler_loop_unroll_nested	6011
compiler_loop_unroll_unsupported	6109
compiler_loop_unroll_control_flow	6192
compiler_loop_unroll_nested_closure	6329
compiler_loop_unroll_cost	6354
compiler_loop_unroll_mutable	6527
compiler_loop_unroll_cost_builtins	6557
compiler_inline_basic	6698
compiler_inline_prohibited	6797
compiler_inline_prohibited_recursion	6847
compiler_inline_nested_loops	6918
compiler_inline_nested_closures	6983
compiler_inline_mutate	7011
compiler_inline_upval	7112
compiler_inline_capture	7194
compiler_inline_fallthrough	7365
compiler_inline_arg_mismatch	7432
compiler_inline_multiple	7552
compiler_inline_chain	7585
compiler_inline_thresholds	7620
compiler_inline_iife	7709
compiler_inline_recurse_arguments	7752
compiler_inline_fast_call_k	7857
compiler_inline_expr_index_k	7890
compiler_inline_hidden_mutation	7956
compiler_inline_multret	8018
compiler_inline_non_const_initializers	8131
compiler_inline_non_argument_const_conditionals	8379
compiler_inline_const_conditionals	8464
compiler_inline_loop_iteration	8635
compiler_inline_only_remove_terminating_jump	8670
compiler_inline_table_function	8736
compiler_return_consecutive	9043
compiler_optimization_level	9120
compiler_builtin_folding	9209
compiler_builtin_folding_prohibited	9343
compiler_builtin_folding_prohibited_coverage	9423
compiler_builtin_folding_multret	9445
compiler_builtin_folding_prohibited_in_options	9504
compiler_local_reassign	9537
compiler_multiple_assignments	9640
compiler_builtin_extract_k	9905
compiler_skip_self_assignment	9928
compiler_elide_jump_after_if	9953
compiler_builtin_arity	10010
compiler_encoded_type_table	10165
compiler_host_types_are_userdata	10228
compiler_host_types_vector	10256
compiler_builtin_type_vector	10281
compiler_type_alias_scoping	10294
compiler_type_alias_resolve	10330
compiler_type_union_intersection	10356
compiler_type_group	10381
compiler_builtin_fold_math_k	10398
compiler_no_builtin_fold_fenv	10472
compiler_if_then_else_and_or	10498
compiler_side_effects	10611
compiler_if_elimination	10669
compiler_arith_rev_k	10735
compiler_vector_arith_rev_k	10790
compiler_numeric_loop_type_revk	10865
compiler_const_string_folding	10903
compiler_string_char_folding	11015
compiler_string_sub_folding	11039
compiler_class_decl_basic	11079
compiler_class_decl_with_method	11100
compiler_class_decl_with_ambiguous_global	11137
compiler_integer_type	11178
compiler_integer_bcb	11244
compiler_debug_no_inline	11273
compiler_fold_const_table_props	11330
compiler_fold_const_table_props_or_and	11698
compiler_fold_const_table_props_return_local	11772
compiler_fold_const_table_props_return_upvalue	11818
compiler_buffer_integer_fastcall	11863
compiler_export_local_bytecode	11904
compiler_lbc_constant_regression_test	11959
compiler_export_class	11976
